,Unnamed: 0,Unnamed: 0.1,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,Bsmt Bath,Total House SF,Total Bath
15,15,15,60,4,47.0,53504,1,1,1,1,4,1,1,25,2,2,0,2.0,8,5,2003,2003,3,1,5,16,1,603.0,5,3,2,4,3,4,5,1416.0,1,0.0,0.041038232199228336,0.28937215012276396,1,5,1,5,0.29638723254998245,0.2786741494212557,0.0,3279,0.2,0.0,0.6,0.2,4,1,5,12,4,1,4,3,2003,3,3,841.0,3,3,2,0.08821466152227289,36,0,0,210,0,-1,4,0,0,6,2010,0,3,538000,0.2,5702.0,5.0
16,16,16,50,4,152.0,12134,1,1,0,0,4,4,1,8,2,2,0,1.7,8,7,1988,2005,1,1,14,15,3,0.0,4,3,5,4,3,3,6,427.0,1,0.0,0.047482014388489216,0.20107913669064748,1,4,1,5,0.3884892086330936,0.241726618705036,0.0,1752,0.0,0.0,1.0,0.0,4,1,3,8,7,0,-1,2,1988,2,2,492.0,3,3,2,0.11690647482014388,12,0,0,0,0,-1,4,0,0,6,2010,0,3,164000,0.0,2780.0,2.0
17,17,17,20,4,88.0,11394,1,1,3,3,4,0,2,25,2,2,0,1.0,9,2,2010,2010,3,1,13,14,4,350.0,4,3,2,5,3,3,6,1445.0,1,0.0,0.09702549575070822,0.4381491973559962,1,5,1,5,0.4381491973559962,0.0,0.0,1856,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,1,1,5,8,7,1,5,1,2010,3,3,834.0,3,3,2,0.02667610953729934,0,0,0,0,0,-1,4,0,0,6,2010,4,1,394432,0.3333333333333333,4236.0,3.0
18,18,18,20,4,140.0,19138,1,1,3,3,4,0,2,8,2,2,0,1.0,4,5,1951,1951,1,1,13,14,3,0.0,3,3,1,3,3,-1,2,120.0,1,0.0,0.3009708737864077,0.3495145631067961,1,5,1,5,0.3495145631067961,0.0,0.0,864,0.0,0.0,1.0,0.0,2,1,3,4,7,0,-1,5,1951,1,2,400.0,3,3,2,0.0,0,0,0,0,0,-1,4,0,0,6,2010,0,3,141000,0.0,2472.0,1.0
19,19,19,20,4,85.0,13175,1,1,3,3,4,4,2,17,2,2,0,1.0,6,6,1978,1988,1,1,9,10,4,119.0,3,3,1,4,3,-1,5,790.0,3,163.0,0.12936525367889304,0.3386777948605315,1,3,1,5,0.4553041950362399,0.0,0.0,2073,0.3333333333333333,0.0,0.6666666666666666,0.0,3,1,3,7,2,2,3,1,1978,1,2,500.0,3,3,2,0.0766527564243356,0,0,0,0,0,-1,2,0,0,2,2010,0,3,210000,0.3333333333333333,4553.0,3.0
20,20,20,20,4,105.0,11751,1,1,0,3,4,4,2,17,2,2,0,1.0,6,6,1977,1977,3,1,9,10,1,480.0,3,3,1,4,3,-1,4,705.0,1,0.0,0.230147504546373,0.3726005253586584,1,5,1,5,0.3726005253586584,0.0,0.0,1844,0.0,0.0,1.0,0.0,3,1,3,7,7,1,3,1,1977,2,2,546.0,3,3,2,0.0,122,0,0,0,0,-1,2,0,0,1,2010,5,3,190000,0.0,4949.0,2.0
21,21,21,85,4,85.0,10625,1,1,3,3,4,4,2,17,2,2,0,1.0,7,6,1974,1974,1,1,9,10,1,81.0,3,3,1,4,3,4,6,885.0,2,168.0,0.0,0.4488491048593351,1,3,1,5,0.5,0.0,0.0,1173,0.3333333333333333,0.0,0.6666666666666666,0.0,3,1,4,6,7,2,3,1,1974,2,2,528.0,3,3,2,0.0,120,0,0,0,0,-1,2,0,0,1,2010,0,2,170000,0.3333333333333333,2346.0,3.0
22,22,22,60,3,0.0,7500,1,1,3,3,4,4,2,24,2,2,0,2.0,7,5,2000,2000,1,1,13,14,3,0.0,4,3,2,4,3,-1,6,533.0,1,0.0,0.0980802792321117,0.28411867364746946,1,5,1,5,0.28411867364746946,0.30017452006980805,0.0,1674,0.25,0.0,0.5,0.25,3,1,4,7,7,0,-1,1,2000,2,2,663.0,3,3,2,0.0,96,0,0,0,0,-1,4,0,0,1,2010,0,3,216000,0.25,2865.0,4.0
23,23,23,20,4,0.0,11241,1,1,0,3,4,1,2,15,2,2,0,1.0,6,7,1970,1970,1,1,14,15,1,180.0,3,3,1,3,3,-1,5,578.0,1,0.0,0.17502054231717334,0.4124897288414133,1,5,1,5,0.4124897288414133,0.0,0.0,1004,0.5,0.0,0.5,0.0,2,1,3,5,7,1,3,1,1970,3,2,480.0,3,3,2,0.0,0,0,0,0,0,-1,4,1,700,3,2010,0,3,149000,0.5,2434.0,2.0
24,24,24,20,4,0.0,12537,1,1,0,3,4,1,2,15,2,2,0,1.0,5,6,1971,2008,1,1,13,14,3,0.0,3,3,1,3,3,-1,6,734.0,1,0.0,0.1376,0.4312,1,5,1,5,0.4312,0.0,0.0,1078,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,3,1,3,6,7,1,2,1,1971,3,2,500.0,3,3,2,0.0,0,0,0,0,0,-1,4,0,0,4,2010,0,3,149900,0.3333333333333333,2500.0,3.0
25,25,25,20,4,65.0,8450,1,1,3,3,4,4,2,15,2,2,0,1.0,5,6,1968,1968,1,1,13,14,3,0.0,3,3,1,3,3,-1,4,775.0,1,0.0,0.11339790153349474,0.4261501210653753,1,5,1,5,0.4261501210653753,0.0,0.0,1056,0.5,0.0,0.5,0.0,3,1,3,6,7,1,2,1,1968,1,1,304.0,3,3,2,0.0,85,184,0,0,0,-1,4,0,0,7,2010,0,3,142000,0.5,2478.0,2.0
26,26,26,20,4,70.0,8400,1,1,3,3,4,0,2,15,2,2,0,1.0,4,5,1970,1970,1,1,9,10,3,0.0,3,3,1,3,3,-1,5,804.0,3,78.0,0.0,0.4401197604790419,1,3,1,5,0.4401197604790419,0.0,0.0,882,0.5,0.0,0.5,0.0,2,1,3,4,7,0,-1,1,1970,3,2,525.0,3,3,2,0.11976047904191615,0,0,0,0,0,-1,2,0,0,4,2010,0,3,126000,0.5,2004.0,2.0
27,27,27,20,4,70.0,10500,1,1,3,3,4,2,2,15,2,2,0,1.0,4,5,1971,1971,1,1,6,6,3,0.0,3,3,1,3,3,-1,5,432.0,1,0.0,0.2,0.4,1,3,1,5,0.4,0.0,0.0,864,0.0,0.0,1.0,0.0,3,1,3,5,7,1,1,6,1895,0,0,0.0,-1,-1,2,0.0,0,0,0,0,0,-1,4,0,0,4,2010,8,3,115000,0.0,2160.0,1.0
28,28,28,120,7,26.0,5858,1,1,0,3,4,2,2,15,2,2,4,1.0,7,5,1999,1999,1,1,8,8,3,0.0,4,3,2,4,3,-1,6,1051.0,4,0.0,0.10513810513810512,0.4172854172854173,1,5,1,5,0.3970893970893971,0.0,0.0,1337,0.3333333333333333,0.0,0.6666666666666666,0.0,2,1,4,5,7,1,2,1,1999,3,2,511.0,3,3,2,0.06029106029106029,68,0,0,0,0,-1,4,0,0,6,2010,0,3,184000,0.3333333333333333,3367.0,3.0
29,29,29,160,6,21.0,1680,1,1,3,3,4,4,2,2,2,2,3,2.0,6,5,1971,1971,1,1,6,6,1,504.0,3,3,1,3,3,-1,3,156.0,1,0.0,0.1578185328185328,0.2331081081081081,1,3,1,5,0.2331081081081081,0.2432432432432433,0.0,987,0.0,0.0,0.5,0.5,2,1,3,5,7,0,-1,5,1971,1,1,264.0,3,3,2,0.13272200772200773,0,0,0,0,0,-1,4,0,0,2,2010,5,3,96000,0.0,2072.0,2.0
30,30,30,160,6,21.0,1680,1,1,3,3,4,4,2,2,2,2,3,2.0,5,5,1971,1971,1,1,6,6,1,492.0,3,3,1,3,3,-1,3,300.0,1,0.0,0.12214983713355047,0.2850162866449512,1,3,1,5,0.2850162866449512,0.3078175895765473,0.0,1092,0.0,0.0,0.5,0.5,3,1,3,6,7,0,-1,5,1997,1,1,320.0,3,3,2,0.0,0,0,0,0,0,-1,4,0,0,3,2010,0,3,105500,0.0,1842.0,2.0
31,31,31,160,6,21.0,1680,1,1,3,3,4,4,2,2,2,2,3,2.0,6,5,1971,1971,1,1,6,7,1,381.0,3,3,1,3,3,-1,1,0.0,1,0.0,0.24509803921568624,0.24509803921568624,1,3,1,5,0.24509803921568624,0.2647058823529412,0.0,1092,0.0,0.0,0.5,0.5,3,1,3,6,7,0,-1,5,1971,1,1,264.0,3,3,2,0.0,0,0,0,0,0,-1,4,0,0,3,2010,0,2,88000,0.0,2142.0,2.0
32,32,32,120,4,53.0,4043,1,1,3,3,4,4,2,16,2,2,4,1.0,6,5,1977,1977,1,1,9,10,3,0.0,3,3,1,4,3,-1,5,360.0,1,0.0,0.2443142660234321,0.3683666436940041,1,3,1,5,0.3683666436940041,0.0,0.0,1069,0.0,0.0,1.0,0.0,2,1,3,4,7,1,2,1,1977,2,2,440.0,3,3,2,0.0,55,0,0,165,0,-1,4,0,0,7,2010,0,3,127500,0.0,2902.0,2.0
33,33,33,160,4,24.0,2280,1,1,3,3,4,2,2,16,2,2,3,2.0,6,6,1975,1975,1,1,9,2,3,0.0,3,3,1,3,3,-1,5,514.0,1,0.0,0.12070796460176993,0.30265486725663715,1,3,1,5,0.30265486725663715,0.2127433628318584,0.0,1456,0.0,0.0,0.6666666666666666,0.3333333333333333,3,1,4,6,7,1,3,1,1975,1,2,440.0,3,3,2,0.06123893805309735,0,0,0,0,0,-1,4,0,0,6,2010,0,3,149900,0.0,2825.0,3.0
34,34,34,120,4,24.0,2280,1,1,3,3,4,2,2,16,2,2,3,1.0,7,6,1975,1975,1,1,9,2,3,0.0,3,3,1,4,3,-1,1,0.0,1,0.0,0.32939322301024426,0.32939322301024426,1,5,1,5,0.32939322301024426,0.0,0.0,836,0.0,0.0,1.0,0.0,2,1,3,4,7,0,-1,1,1975,1,1,308.0,3,3,2,0.0,30,0,0,0,0,-1,4,0,0,6,2010,0,3,120000,0.0,2538.0,1.0
35,35,35,160,4,24.0,2280,1,1,3,3,4,4,2,16,2,2,3,2.0,6,5,1978,1978,1,1,9,2,3,0.0,3,3,1,4,3,-1,5,311.0,1,0.0,0.18882332523429365,0.2967719541825755,1,2,1,5,0.2967719541825755,0.20860812217979868,0.0,1456,0.0,0.0,0.6666666666666666,0.3333333333333333,3,1,3,7,7,1,3,1,1978,1,2,440.0,3,3,2,0.009024644220756682,0,0,0,0,0,-1,4,0,0,7,2010,0,3,146000,0.0,2881.0,3.0
36,36,36,60,4,102.0,12858,1,1,0,3,4,4,2,19,2,2,0,2.0,9,5,2009,2010,1,1,13,14,4,162.0,5,3,2,5,3,-1,1,0.0,1,0.0,0.2745639785874633,0.2745639785874633,1,5,1,5,0.2809532032464169,0.12208599551027455,0.0,2334,0.0,0.0,0.6666666666666666,0.3333333333333333,3,1,5,10,7,1,4,1,2009,3,3,751.0,3,3,2,0.02486617164565705,133,0,0,0,0,-1,4,0,0,1,2010,4,1,376162,0.0,5791.0,3.0
37,37,37,20,4,98.0,11478,1,1,3,3,4,4,2,19,2,2,0,1.0,8,5,2007,2008,1,1,13,14,4,200.0,4,3,2,5,3,-1,6,1218.0,1,0.0,0.12322515212981745,0.43204868154158216,1,5,1,5,0.43204868154158216,0.0,0.0,1704,0.3333333333333333,0.0,0.6666666666666666,0.0,3,1,4,7,7,1,4,1,2008,2,3,772.0,3,3,2,0.0,50,0,0,0,0,-1,4,0,0,5,2010,0,3,306000,0.3333333333333333,3944.0,3.0
38,38,38,20,4,83.0,10159,1,1,0,3,4,4,2,19,2,2,0,1.0,9,5,2009,2010,3,1,13,14,4,450.0,5,3,2,5,3,3,6,1646.0,1,0.0,0.06429703418609918,0.4369481548562373,1,5,1,5,0.4392121349332126,0.0,0.0,1940,0.25,0.0,0.5,0.25,3,1,5,8,7,1,4,1,2010,3,3,606.0,3,3,2,0.03803486529318542,95,0,0,0,0,-1,4,0,0,4,2010,4,1,395192,0.25,4417.0,4.0
39,39,39,20,4,94.0,12883,1,1,0,3,4,0,2,19,2,2,0,1.0,8,5,2009,2010,1,1,13,14,4,256.0,4,3,2,4,3,-1,1,0.0,1,0.0,0.3308335118920077,0.3308335118920077,1,5,1,5,0.3308335118920077,0.0,0.0,1544,0.0,0.0,1.0,0.0,3,1,4,7,7,0,-1,1,2009,2,3,868.0,3,3,2,0.0,35,0,0,0,0,-1,4,0,0,6,2010,4,1,290941,0.0,4667.0,2.0
40,40,40,20,4,95.0,12182,1,1,3,3,4,0,2,19,2,2,0,1.0,7,5,2005,2005,1,1,13,14,1,226.0,4,3,2,4,3,2,4,1201.0,1,0.0,0.09736540664375716,0.4412943871706758,1,5,1,5,0.4412943871706758,0.0,0.0,1541,0.0,0.0,1.0,0.0,3,1,4,7,7,1,4,1,2005,2,2,532.0,3,3,2,0.0,70,0,0,0,0,-1,4,0,0,5,2010,4,1,220000,0.0,3492.0,2.0
41,41,41,20,4,90.0,11520,1,1,3,3,4,4,2,19,4,2,0,1.0,9,5,2005,2005,3,1,13,14,1,615.0,4,3,2,5,3,-1,6,110.0,1,0.0,0.30247619047619045,0.32342857142857145,1,5,1,5,0.32342857142857145,0.0,0.0,1698,0.0,0.0,1.0,0.0,3,1,5,7,7,1,4,1,2005,3,3,730.0,3,3,2,0.036571428571428574,74,0,0,0,0,-1,4,0,0,6,2010,0,3,275000,0.0,5250.0,2.0
42,42,42,20,4,79.0,14122,1,1,0,3,4,4,2,19,2,2,0,1.0,8,5,2005,2006,3,1,5,5,1,240.0,4,3,2,5,3,-1,6,28.0,1,0.0,0.32283606262371783,0.3278747525643333,1,5,1,5,0.3278747525643333,0.0,0.0,1822,0.0,0.0,1.0,0.0,3,1,5,8,7,1,4,1,2005,2,3,678.0,3,3,2,0.0,119,0,0,0,0,-1,4,0,0,2,2010,0,3,259000,0.0,5557.0,2.0
43,43,43,20,4,70.0,10171,1,1,0,3,4,4,2,19,2,2,0,1.0,7,5,2004,2004,1,1,13,14,1,168.0,4,3,2,4,3,-1,6,2.0,1,0.0,0.3317276111232757,0.3321655353623823,1,5,1,5,0.336106853514342,0.0,0.0,1535,0.0,0.0,1.0,0.0,3,1,4,7,7,0,-1,1,2004,2,2,532.0,3,3,2,0.0,0,0,0,0,0,-1,4,0,0,3,2010,0,3,214000,0.0,4567.0,2.0
44,44,44,20,4,100.0,12919,1,1,0,3,4,4,2,19,2,2,0,1.0,9,5,2009,2010,3,1,13,14,4,760.0,5,3,2,5,3,4,6,2188.0,1,0.0,0.028961860085661838,0.4752192535182541,1,5,1,5,0.4821537833979197,0.0,0.0,2364,0.25,0.0,0.5,0.25,2,1,5,11,7,2,4,1,2009,3,3,820.0,3,3,2,0.0,67,0,0,0,0,-1,4,0,0,3,2010,4,1,611657,0.25,4903.0,4.0
45,45,45,120,4,44.0,6371,1,1,0,3,4,4,2,19,2,2,4,1.0,7,5,2009,2010,1,1,13,14,4,128.0,4,3,2,4,3,2,6,733.0,1,0.0,0.17516816143497754,0.3806053811659193,1,5,1,5,0.3806053811659193,0.0,0.0,1358,0.3333333333333333,0.0,0.6666666666666666,0.0,2,1,4,6,7,1,4,1,2010,2,2,484.0,3,3,2,0.05381165919282512,35,0,0,0,0,-1,4,0,0,6,2010,4,1,224000,0.3333333333333333,3568.0,3.0
46,46,46,20,4,110.0,14300,1,1,3,1,4,4,1,19,2,2,0,1.0,9,5,2003,2004,3,1,13,14,1,1095.0,5,3,2,5,3,4,6,1373.0,1,0.0,0.1994583615436696,0.3853757616790792,1,5,1,5,0.3650643195666892,0.0,0.0,2696,0.25,0.0,0.5,0.25,3,1,5,10,7,2,4,1,2003,3,3,958.0,3,3,2,0.02979011509817197,150,0,0,0,0,-1,4,0,0,6,2010,0,3,500000,0.25,7385.0,4.0
47,47,47,60,4,105.0,13650,1,1,3,3,4,0,2,19,2,2,0,2.0,8,5,2002,2002,1,1,13,14,1,232.0,4,3,2,4,3,4,6,578.0,1,0.0,0.2030843552582683,0.310479375696767,1,5,1,5,0.31345224823485696,0.1046079524340394,0.0,2250,0.25,0.0,0.5,0.25,3,1,4,7,7,1,5,1,2002,3,3,756.0,3,3,2,0.044221479004087696,130,0,0,0,0,-1,4,0,0,6,2010,0,3,320000,0.25,5382.0,4.0
48,48,48,120,4,61.0,7658,1,1,3,3,4,4,2,19,2,2,4,1.0,9,5,2005,2005,3,1,8,8,1,412.0,5,3,2,5,3,-1,6,456.0,1,0.0,0.25521858999606145,0.3450177235131941,1,5,1,5,0.3450177235131941,0.0,0.0,1752,0.3333333333333333,0.0,0.6666666666666666,0.0,2,1,5,6,7,1,4,1,2005,2,2,576.0,3,3,2,0.0385978731784167,82,0,0,0,0,-1,4,0,0,2,2010,0,3,319900,0.3333333333333333,5078.0,3.0
49,49,49,120,4,41.0,7132,1,1,0,3,4,4,2,19,2,2,4,1.0,8,5,2006,2006,1,1,13,14,4,178.0,4,3,2,4,3,2,6,24.0,1,0.0,0.3163337250293772,0.3219741480611046,1,5,1,5,0.3219741480611046,0.0,0.0,1370,0.0,0.0,1.0,0.0,2,1,4,6,7,1,4,1,2006,2,2,484.0,3,3,2,0.0282021151586369,49,0,0,0,0,-1,4,0,0,4,2010,0,3,205000,0.0,4255.0,2.0
50,50,50,160,4,36.0,2628,1,1,3,3,4,4,2,19,2,2,3,2.0,7,5,2003,2003,1,1,13,16,4,106.0,4,3,2,4,3,-1,1,0.0,1,0.0,0.2401760452687834,0.2401760452687834,1,5,1,5,0.2401760452687834,0.27098396730587865,0.0,1626,0.0,0.0,0.6666666666666666,0.3333333333333333,2,1,4,6,7,0,-1,3,2003,2,2,474.0,3,3,2,0.0,27,0,0,0,0,-1,4,0,0,6,2010,0,3,175500,0.0,3181.0,3.0
51,51,51,20,4,100.0,18494,1,1,0,3,4,0,2,8,2,2,0,1.0,6,5,2005,2005,1,1,13,14,3,0.0,4,3,2,4,3,-1,1,0.0,1,0.0,0.3284544777970727,0.3284544777970727,1,5,1,5,0.3284544777970727,0.0,0.0,1324,0.0,0.0,1.0,0.0,3,1,4,6,7,0,-1,1,2005,3,2,430.0,3,3,2,0.008930786405358472,23,0,0,0,0,-1,4,0,0,1,2010,0,3,199500,0.0,4031.0,2.0
